pfafid,short_awi,long_awi_10,long_awi_1,location
731140,0.0270291169362183,0.027450258943905546,0.027428644555611746,"United States, Maine"
731505,0.00023982930864684235,0.0002441726566967807,0.000246678671175699,"United States, New Jersey"
732209,0.0006054942958412388,0.0006134433226524231,0.0006365401739462269,"United States, North Carolina"
731506_scaled,2423.873903594424,2478.1740916752256,2594.2179595110224,"United States, Pennsylvania, DELAWARE; United States, Pennsylvania, MONTGOMERY; United States, Pennsylvania, PHILADELPHIA"
731506,0.3192584367633129,0.3264105386680048,0.3416951554899796,"United States, Pennsylvania, DELAWARE; United States, Pennsylvania, MONTGOMERY; United States, Pennsylvania, PHILADELPHIA"
731601,2.3155980901136222e-06,2.3801673135775676e-06,2.5166073983833914e-06,"United States, Pennsylvania, LANCASTER"
